AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
48160079701,CITY OF LONDON,0,533360,181750,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160079723,CITY OF LONDON,0,533010,181060,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160079803,CITY OF LONDON,0,531800,181400,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160081072,CITY OF LONDON,0,531110,180820,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48160081255,CITY OF LONDON,0,531640,180910,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160082322,CITY OF LONDON,0,532640,181120,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160082350,CITY OF LONDON,0,532470,181040,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160083020,CITY OF LONDON,0,533360,181750,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160083031,CITY OF LONDON,0,532640,181270,1,1 Driver/Rider,2 Female,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160083384,CITY OF LONDON,0,533530,180850,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160083396,CITY OF LONDON,0,531480,181170,1,2 Passenger,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160083777,CITY OF LONDON,0,531570,181570,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160083790,CITY OF LONDON,0,531280,181300,1,3 Pedestrian,2 Female,16-24,20,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160083801,CITY OF LONDON,0,533190,181400,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160083823,CITY OF LONDON,0,532860,181200,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160084241,CITY OF LONDON,0,532860,180850,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160084256,CITY OF LONDON,0,532730,181320,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
48160084353,CITY OF LONDON,0,533210,180770,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160084495,CITY OF LONDON,0,532500,180800,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160084952,CITY OF LONDON,0,533190,181420,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160085629,CITY OF LONDON,0,531620,181210,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160085629,CITY OF LONDON,0,531620,181210,2,3 Pedestrian,1 Male,60+,72,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160085807,CITY OF LONDON,0,532590,180920,2,3 Pedestrian,1 Male,25-59,44,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160085807,CITY OF LONDON,0,532590,180920,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160086117,CITY OF LONDON,0,532125,181270,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160086148,CITY OF LONDON,0,532460,181050,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160086240,CITY OF LONDON,0,531640,180990,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160086240,CITY OF LONDON,0,531640,180990,2,3 Pedestrian,1 Male,25-59,48,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160087184,CITY OF LONDON,0,532420,181570,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160087190,CITY OF LONDON,0,531560,181570,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160088195,CITY OF LONDON,0,531330,181170,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160088218,CITY OF LONDON,0,531810,181780,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160090719,CITY OF LONDON,0,532100,181840,1,1 Driver/Rider,1 Male,25-59,48,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160090803,CITY OF LONDON,0,533120,180670,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160090803,CITY OF LONDON,0,533120,180670,2,3 Pedestrian,2 Female,25-59,52,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160090811,CITY OF LONDON,0,531380,181180,1,2 Passenger,2 Female,60+,71,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160090844,CITY OF LONDON,0,532850,180880,1,3 Pedestrian,2 Female,25-59,57,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160090888,CITY OF LONDON,0,531730,181450,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48160093389,CITY OF LONDON,0,532760,181110,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160093531,CITY OF LONDON,0,531320,181170,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160093555,CITY OF LONDON,0,532680,181560,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
48160094001,CITY OF LONDON,0,532700,181130,2,3 Pedestrian,1 Male,25-59,41,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160094001,CITY OF LONDON,0,532700,181130,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160094399,CITY OF LONDON,0,531170,181130,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160094421,CITY OF LONDON,0,533230,181410,1,3 Pedestrian,2 Female,25-59,37,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
48160094452,CITY OF LONDON,0,533360,181400,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160095507,CITY OF LONDON,0,532810,180930,2,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160095507,CITY OF LONDON,0,532810,180930,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160095913,CITY OF LONDON,0,533310,181630,1,3 Pedestrian,1 Male,25-59,27,1,2 Serious,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
48160096137,CITY OF LONDON,0,531130,181290,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160096522,CITY OF LONDON,0,532650,181280,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160097089,CITY OF LONDON,0,532900,180700,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160097099,CITY OF LONDON,0,533190,181420,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160097099,CITY OF LONDON,0,533190,181420,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160097491,CITY OF LONDON,0,531590,181170,1,3 Pedestrian,2 Female,25-59,27,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160097520,CITY OF LONDON,0,533730,180900,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160097974,CITY OF LONDON,0,531890,180930,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
48160098208,CITY OF LONDON,0,533180,181420,2,3 Pedestrian,2 Female,25-59,51,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
48160098208,CITY OF LONDON,0,533180,181420,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160098239,CITY OF LONDON,0,531630,181180,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160098396,CITY OF LONDON,0,532870,180850,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160099095,CITY OF LONDON,0,531500,181340,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160099840,CITY OF LONDON,0,532640,181120,1,2 Passenger,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160100390,CITY OF LONDON,0,533200,181560,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160100521,CITY OF LONDON,0,531705,181739,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160100742,CITY OF LONDON,0,531470,180840,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160100771,CITY OF LONDON,0,533320,181360,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160100832,CITY OF LONDON,0,532930,181510,1,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48160100905,CITY OF LONDON,0,532710,181120,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160102188,CITY OF LONDON,0,531900,181840,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160102198,CITY OF LONDON,0,533490,181110,1,3 Pedestrian,2 Female,16-24,20,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160102232,CITY OF LONDON,0,533600,181180,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160102387,CITY OF LONDON,0,531670,181680,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160102664,CITY OF LONDON,0,533020,181100,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160102731,CITY OF LONDON,0,532670,181200,2,3 Pedestrian,2 Female,16-24,23,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160102731,CITY OF LONDON,0,532670,181200,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160102922,CITY OF LONDON,0,532700,181130,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160103058,CITY OF LONDON,0,531800,181150,1,3 Pedestrian,2 Female,60+,65,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
48160103716,CITY OF LONDON,0,533290,181590,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160103764,CITY OF LONDON,0,531650,181000,1,1 Driver/Rider,1 Male,60+,64,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160103785,CITY OF LONDON,0,531910,181130,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160103835,CITY OF LONDON,0,531650,180730,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160105922,CITY OF LONDON,0,531460,180840,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160105945,CITY OF LONDON,0,531650,181060,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48160106375,CITY OF LONDON,0,533430,181050,1,3 Pedestrian,1 Male,25-59,48,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160106402,CITY OF LONDON,0,532160,181240,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
48160106402,CITY OF LONDON,0,532160,181240,2,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160106466,CITY OF LONDON,0,531620,181180,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160106514,CITY OF LONDON,0,531390,180830,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160106514,CITY OF LONDON,0,531390,180830,2,2 Passenger,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160107747,CITY OF LONDON,0,533030,181460,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160107762,CITY OF LONDON,0,531380,181180,1,3 Pedestrian,1 Male,25-59,40,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
48160108322,CITY OF LONDON,0,531640,180920,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160108386,CITY OF LONDON,0,533200,181140,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160108498,CITY OF LONDON,0,533360,181750,1,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160108646,CITY OF LONDON,0,531720,181450,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160108669,CITY OF LONDON,0,533110,180670,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160108887,CITY OF LONDON,0,532550,181150,1,2 Passenger,1 Male,60+,62,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160115184,CITY OF LONDON,0,532100,182010,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48160115644,CITY OF LONDON,0,531650,181120,2,3 Pedestrian,1 Male,25-59,36,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
48160115644,CITY OF LONDON,0,531650,181120,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160116059,CITY OF LONDON,0,532750,181060,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160116071,CITY OF LONDON,0,533152,181354,1,3 Pedestrian,1 Male,25-59,27,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160117795,CITY OF LONDON,0,532130,181720,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160118052,CITY OF LONDON,0,533320,180710,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160118096,CITY OF LONDON,0,533030,180680,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48160118121,CITY OF LONDON,0,532970,180960,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160118273,CITY OF LONDON,0,532310,180980,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160118303,CITY OF LONDON,0,533300,181130,1,3 Pedestrian,1 Male,60+,75,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160118691,CITY OF LONDON,0,532590,180930,1,3 Pedestrian,1 Male,60+,61,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160118708,CITY OF LONDON,0,531620,180870,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160118803,CITY OF LONDON,0,533680,180900,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119097,CITY OF LONDON,0,532280,181030,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160119118,CITY OF LONDON,0,531600,181340,1,3 Pedestrian,2 Female,25-59,29,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160119154,CITY OF LONDON,0,531990,180940,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119181,CITY OF LONDON,0,532720,181160,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119282,CITY OF LONDON,0,533490,181140,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119401,CITY OF LONDON,0,532550,181150,1,1 Driver/Rider,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119416,CITY OF LONDON,0,533640,181210,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160119433,CITY OF LONDON,0,533200,181460,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119462,CITY OF LONDON,0,532370,181570,1,3 Pedestrian,2 Female,16-24,21,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160119489,CITY OF LONDON,0,531620,181170,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119714,CITY OF LONDON,0,532880,181730,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160119714,CITY OF LONDON,0,532880,181730,2,3 Pedestrian,2 Female,25-59,58,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48160119721,CITY OF LONDON,0,532870,180780,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160120261,CITY OF LONDON,0,531710,180830,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160120972,CITY OF LONDON,0,533260,181560,1,3 Pedestrian,1 Male,25-59,48,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
48160122266,CITY OF LONDON,0,531640,181180,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160122266,CITY OF LONDON,0,531640,181180,2,3 Pedestrian,2 Female,25-59,59,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
48160122296,CITY OF LONDON,0,531390,180990,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
48160122349,CITY OF LONDON,0,531630,181160,1,3 Pedestrian,2 Female,25-59,55,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160122369,CITY OF LONDON,0,532970,180960,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160122380,CITY OF LONDON,0,533370,181140,1,3 Pedestrian,1 Male,25-59,57,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
48160122905,CITY OF LONDON,0,533380,181930,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160123362,CITY OF LONDON,0,532180,181050,1,2 Passenger,2 Female,60+,72,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160123421,CITY OF LONDON,0,533100,181590,1,2 Passenger,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160125859,CITY OF LONDON,0,531570,181570,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160125959,CITY OF LONDON,0,533060,181460,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160126060,CITY OF LONDON,0,533290,181600,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160126110,CITY OF LONDON,0,531570,181570,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160126454,CITY OF LONDON,0,531420,181570,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160126831,CITY OF LONDON,0,530940,181620,1,3 Pedestrian,2 Female,25-59,37,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160126842,CITY OF LONDON,0,532980,181220,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160126922,CITY OF LONDON,0,533040,181130,1,2 Passenger,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48160126938,CITY OF LONDON,0,533420,181050,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160126948,CITY OF LONDON,0,533110,180820,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160126958,CITY OF LONDON,0,531730,181450,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127015,CITY OF LONDON,0,532320,181190,1,1 Driver/Rider,2 Female,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127034,CITY OF LONDON,0,533210,181440,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160127034,CITY OF LONDON,0,533210,181440,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48160127153,CITY OF LONDON,0,531630,181340,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127163,CITY OF LONDON,0,531590,181450,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127270,CITY OF LONDON,0,531630,181180,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127296,CITY OF LONDON,0,531170,181120,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127379,CITY OF LONDON,0,532430,180840,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48160127433,CITY OF LONDON,0,533550,180940,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160127465,CITY OF LONDON,0,532750,181640,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127757,CITY OF LONDON,0,532470,181160,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48160127836,CITY OF LONDON,0,531650,181180,1,1 Driver/Rider,1 Male,60+,61,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160127836,CITY OF LONDON,0,531650,181180,2,3 Pedestrian,2 Female,16-24,23,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160127849,CITY OF LONDON,0,533240,181530,1,3 Pedestrian,1 Male,25-59,40,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48160127875,CITY OF LONDON,0,533080,181470,2,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
48160127875,CITY OF LONDON,0,533080,181470,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48160132960,CITY OF LONDON,0,532169,181587,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
